iter,buffer,beta,ei_hi,ei_lo,roll_succ,roll_len,roll_ret,critic_loss,q_mean,target_mean,actor_loss,pg_loss,bc_loss,grip_loss,aux_c,aux_a,lam,n_expert,roll_min_pos,roll_close,roll_skip,roll_miss,roll_timeout,roll_fail,exp_kept,exp_succ,eval_min_pos,eval_min_rot,eval_close,eval_miss,eval_timeout,eval_fail,q_pi,a_absmean,grip_logit,buf_pos,eval_succ,best_succ
0,334,0.5,24,22,0.5,29.83,0.5,0.005933776497840881,0.42988064885139465,0.4304006099700928,0.6096246838569641,-0.09974688291549683,0.06147238612174988,0.576522171497345,0.0049843331798911095,0.019809212535619736,0.23093047738075256,64,0.015,0.5,5,0,3,0,5,0.6,,,,,,,0.431934654712677,0.6632282733917236,2.243652820587158,0.01796,,-1.0
1,703,0.4921,24,22,0.0,30.0,0.0,0.0066890716552734375,0.4206472933292389,0.41032731533050537,0.39168983697891235,-0.10000001639127731,0.05494268983602524,0.37351754307746887,0.006820297800004482,0.01657382771372795,0.2375202178955078,64,0.021,0.0,4,0,3,0,9,1.0,,,,,,,0.4210168123245239,0.6436590552330017,1.9802556037902832,0.02134,,-1.0
2,1063,0.4841,24,22,0.0,29.75,0.0,0.009680098854005337,0.4404192566871643,0.41487646102905273,0.35375040769577026,-0.09905023872852325,0.03577645123004913,0.37433305382728577,0.006831286009401083,0.013829320669174194,0.22325706481933594,64,0.0137,0.0,4,0,3,1,8,0.875,,,,,,,0.44366008043289185,0.6945697665214539,1.9250601530075073,0.0207,,-1.0
3,1522,0.4762,24,22,0.3333,30.0,0.3333,0.00824791006743908,0.4804724454879761,0.47080308198928833,0.3714044690132141,-0.09964292496442795,0.029093649238348007,0.4058607220649719,0.0056905015371739864,0.013998748734593391,0.22426560521125793,64,0.0077,0.333,1,0,4,0,9,0.889,,,,,,,0.4443076550960541,0.6978146433830261,2.0411291122436523,0.02102,,-1.0
4,1946,0.4683,24,21,0.3,30.0,0.3,0.007531037554144859,0.4711112976074219,0.46604740619659424,0.365638792514801,-0.10000000894069672,0.028505828231573105,0.39848583936691284,0.005153495352715254,0.020282603800296783,0.2169380933046341,64,0.0115,0.3,2,0,7,0,4,1.0,,,,,,,0.4609609842300415,0.6975802779197693,2.014066696166992,0.02004,,-1.0
5,2369,0.4603,24,21,0.0,29.62,0.0,0.00429764436557889,0.4372032880783081,0.4389405846595764,0.9100298881530762,-0.09835059195756912,0.03815295919775963,0.9242687225341797,0.0026427593547850847,0.015611625276505947,0.2388671636581421,64,0.0138,0.0,2,0,7,1,6,0.833,,,,,,,0.4117375910282135,0.6778490543365479,2.0118114948272705,0.01857,,-1.0
6,2814,0.4524,24,21,0.2857,29.86,0.2857,0.007355273701250553,0.5322778820991516,0.5560872554779053,0.39384058117866516,-0.09996306151151657,0.04872748255729675,0.3886001706123352,0.00663503585383296,0.015497028827667236,0.2912786900997162,64,0.0148,0.286,1,0,5,0,8,0.875,,,,,,,0.34318700432777405,0.6672915816307068,1.9539622068405151,0.01883,,-1.0
7,3266,0.4444,24,21,0.6667,29.67,0.6667,0.011699377559125423,0.4820452928543091,0.4739745259284973,0.7485253810882568,-0.09990756958723068,0.023621171712875366,0.7937650680541992,0.004294594284147024,0.01485109981149435,0.21910300850868225,64,0.0209,0.667,1,0,1,0,12,0.75,0.1812,0.8713,0.0,0,48,0,0.4559844732284546,0.6037437915802002,2.0644690990448,0.0196,0.0,0.0
8,3713,0.4365,24,21,0.0,29.25,0.0,0.007238570600748062,0.43102502822875977,0.4187522828578949,0.3446246385574341,-0.099758580327034,0.027709102258086205,0.3809840679168701,0.0061752633191645145,0.01596190594136715,0.24504123628139496,64,0.0083,0.0,1,0,7,1,7,0.714,,,,,,,0.4071093797683716,0.6692654490470886,2.045926332473755,0.01858,,0.0
9,4165,0.4286,24,21,0.0909,30.0,0.0909,0.013920762576162815,0.4385281503200531,0.44178062677383423,0.39228734374046326,-0.10000000894069672,0.018754882737994194,0.44892483949661255,0.0037718196399509907,0.01170551497489214,0.23813417553901672,64,0.0086,0.091,1,0,10,0,4,0.5,,,,,,,0.4199313521385193,0.5930708646774292,1.840376853942871,0.01729,,0.0
10,4622,0.4206,24,21,0.0,30.0,0.0,0.012649128213524818,0.3747748136520386,0.3685447871685028,0.3578674793243408,-0.09998603165149689,0.026011284440755844,0.40010255575180054,0.0037955865263938904,0.01145680621266365,0.31053367257118225,64,0.0118,0.0,1,0,7,0,8,0.875,,,,,,,0.321981281042099,0.6921296119689941,1.9850983619689941,0.01709,,0.0
11,4984,0.4127,24,21,0.0,30.0,0.0,0.011119314469397068,0.4194515347480774,0.38890862464904785,0.3570626378059387,-0.09782660752534866,0.025083303451538086,0.39856821298599243,0.0036498482804745436,0.012308858335018158,0.3297613561153412,64,0.0083,0.0,4,0,7,0,5,0.6,,,,,,,0.29665881395339966,0.6268014311790466,2.0497212409973145,0.01645,,0.0
12,5319,0.4048,24,20,0.0,30.0,0.0,0.007671372964978218,0.3563385605812073,0.35289835929870605,0.3198840618133545,-0.09877309203147888,0.02226535975933075,0.36436039209365845,0.00464492617174983,0.019532114267349243,0.2738672196865082,64,0.0091,0.0,5,0,6,0,5,0.8,,,,,,,0.36066052317619324,0.6478338241577148,2.0285677909851074,0.01617,,0.0
13,5683,0.3968,24,20,0.0,30.0,0.0,0.008063975721597672,0.3369085192680359,0.3479692339897156,0.4170287847518921,-0.09793289005756378,0.031204327940940857,0.44380462169647217,0.004376931115984917,0.017496807500720024,0.3217981159687042,64,0.0164,0.0,4,0,7,0,5,0.8,,,,,,,0.3043302297592163,0.5863952040672302,1.8650104999542236,0.01584,,0.0
14,6079,0.3889,24,20,0.2857,30.0,0.2857,0.0067721521481871605,0.32509374618530273,0.3262679874897003,0.3166991174221039,-0.09820544719696045,0.016703417524695396,0.37566885352134705,0.0034526579547673464,0.011657786555588245,0.3671638071537018,64,0.0248,0.286,3,0,5,0,6,0.833,0.1562,0.7621,0.021,0,47,0,0.26747041940689087,0.6096392273902893,2.0452709197998047,0.01596,0.0208,0.0208
15,6438,0.381,24,20,0.0,30.0,0.0,0.006123843602836132,0.3155064284801483,0.3153955936431885,0.31197261810302734,-0.0998411700129509,0.01419973187148571,0.3773023784160614,0.003615137655287981,0.012223869562149048,0.3052580654621124,64,0.0194,0.0,4,0,5,0,7,0.571,,,,,,,0.3270713686943054,0.6480119228363037,2.114712715148926,0.01569,,0.0208
16,6798,0.373,24,20,0.0,28.0,0.0,0.007434324361383915,0.3728887736797333,0.35485154390335083,0.34173521399497986,-0.09821657091379166,0.022181585431098938,0.3891700804233551,0.0026320398319512606,0.012837030924856663,0.41054031252861023,64,0.0055,0.0,4,0,3,1,8,1.0,,,,,,,0.23923732340335846,0.5981541872024536,1.9885876178741455,0.01603,,0.0208
17,7192,0.3651,24,20,0.5,28.75,0.5,0.009399976581335068,0.37534934282302856,0.3850797414779663,0.37119337916374207,-0.09805634617805481,0.020357482135295868,0.4213779866695404,0.002934749238193035,0.014313499443233013,0.30259251594543457,64,0.0227,0.5,3,0,1,1,9,1.0,,,,,,,0.324054092168808,0.6259089708328247,2.0351641178131104,0.01669,,0.0208
18,7612,0.3571,24,20,0.0,30.0,0.0,0.007135266903787851,0.37762126326560974,0.40200668573379517,0.3907838463783264,-0.09908725321292877,0.019558027386665344,0.44324779510498047,0.0021267805714160204,0.015014514327049255,0.3426468074321747,64,0.0152,0.0,2,0,7,0,7,0.857,,,,,,,0.2891818881034851,0.6026187539100647,1.961811900138855,0.01655,,0.0208
19,8068,0.3492,24,19,0.1111,30.0,0.1111,0.008000391535460949,0.3386548161506653,0.353676438331604,0.33391717076301575,-0.09873446822166443,0.026668332517147064,0.37211519479751587,0.003003002144396305,0.014399577863514423,0.4621144235134125,64,0.0157,0.111,1,0,8,0,6,1.0,,,,,,,0.21365803480148315,0.5844560861587524,2.082698345184326,0.01648,,0.0208
20,8523,0.3413,24,19,0.1111,30.0,0.1111,0.009162222035229206,0.37314942479133606,0.36644822359085083,0.3297462463378906,-0.09817732870578766,0.0384245328605175,0.3462640047073364,0.002614745404571295,0.009621034376323223,0.37495964765548706,64,0.0115,0.111,1,0,8,0,6,0.833,,,,,,,0.26183441281318665,0.6095771193504333,2.0161495208740234,0.01631,,0.0208
21,8951,0.3333,24,19,0.0,30.0,0.0,0.006538603454828262,0.3430424928665161,0.3487936556339264,0.7805648446083069,-0.09940248727798462,0.03766375407576561,0.798377275466919,0.003909500781446695,0.012525130994617939,0.368604451417923,64,0.0108,0.0,2,0,5,0,9,0.889,0.1128,0.7331,0.0,0,48,0,0.2696724832057953,0.619362473487854,2.0975985527038574,0.01642,0.0,0.0208
22,9341,0.3254,24,19,0.125,29.38,0.125,0.008937553502619267,0.36209726333618164,0.35632461309432983,0.3653060495853424,-0.09842941164970398,0.018053844571113586,0.4221677780151367,0.005701527465134859,0.010919998399913311,0.3523104190826416,64,0.0236,0.125,3,0,6,1,5,0.8,,,,,,,0.2793826162815094,0.6737515330314636,2.0610039234161377,0.01627,,0.0208
23,9737,0.3175,24,19,0.0,30.0,0.0,0.008538643829524517,0.3285587430000305,0.34253257513046265,0.33877503871917725,-0.0980299860239029,0.0293936338275671,0.3706056475639343,0.0029242627788335085,0.014824213460087776,0.42481133341789246,64,0.0226,0.0,3,0,7,0,6,0.833,,,,,,,0.23076122999191284,0.6019747257232666,2.10075306892395,0.01612,,0.0208
24,10134,0.3095,24,19,0.0,30.0,0.0,0.006698821671307087,0.398876428604126,0.4130525290966034,0.34990859031677246,-0.09882144629955292,0.0117275295779109,0.42010530829429626,0.002471963409334421,0.010339329950511456,0.43260297179222107,64,0.0091,0.0,3,0,6,0,7,0.857,,,,,,,0.2284345030784607,0.6748949885368347,2.0813350677490234,0.01608,,0.0208
