iter,buffer,beta,ei_hi,ei_lo,roll_succ,roll_len,roll_ret,critic_loss,q_mean,target_mean,actor_loss,pg_loss,bc_loss,grip_loss,aux_c,aux_a,lam,n_expert,roll_min_pos,roll_close,roll_skip,roll_miss,roll_timeout,roll_fail,exp_kept,exp_succ,eval_min_pos,eval_min_rot,eval_close,eval_miss,eval_timeout,eval_fail,q_pi,a_absmean,grip_logit,buf_pos,eval_succ,best_succ
0,334,0.5,24,22,0.5,29.83,0.5,0.006146205589175224,0.3576167821884155,0.3639577031135559,0.5409521460533142,-0.10000000894069672,0.06504395604133606,0.49930185079574585,0.004818583372980356,0.02312479354441166,0.2737501561641693,64,0.0123,0.5,5,0,3,0,5,0.6,,,,,,,0.3652966022491455,0.6942542791366577,2.0237793922424316,0.01796,,-1.0
1,703,0.4921,24,22,0.0,30.0,0.0,0.007621547672897577,0.3988184928894043,0.40112829208374023,0.41824769973754883,-0.09970030188560486,0.06164092943072319,0.3852090537548065,0.008926806040108204,0.018914183601737022,0.29606422781944275,64,0.0139,0.0,4,0,3,0,9,1.0,,,,,,,0.3367522656917572,0.6476525068283081,2.363950729370117,0.02134,,-1.0
2,1063,0.4841,24,22,0.25,29.75,0.25,0.007163466885685921,0.43189626932144165,0.42855846881866455,0.4136796295642853,-0.09851904213428497,0.054151665419340134,0.3954547047615051,0.007449516095221043,0.01688128337264061,0.2705724835395813,64,0.0145,0.5,4,1,1,1,8,0.875,,,,,,,0.36411333084106445,0.6997043490409851,1.7671012878417969,0.02164,,-1.0
3,1522,0.4762,24,22,0.3333,30.0,0.3333,0.004609854891896248,0.3627145290374756,0.36003828048706055,0.42898422479629517,-0.09963556379079819,0.04788004979491234,0.4255610406398773,0.006093459203839302,0.014597279950976372,0.3106090724468231,64,0.0073,0.333,1,0,4,0,9,0.889,,,,,,,0.32077479362487793,0.6347939968109131,2.105712413787842,0.02168,,-1.0
4,1946,0.4683,24,21,0.3,30.0,0.3,0.004314008634537458,0.33637624979019165,0.3383021950721741,0.42210566997528076,-0.09905761480331421,0.0626111775636673,0.3844577372074127,0.004319470375776291,0.02296639233827591,0.31265315413475037,64,0.0097,0.3,2,0,7,0,4,1.0,,,,,,,0.3168290853500366,0.6616792678833008,1.9319770336151123,0.02055,,-1.0
5,2369,0.4603,24,21,0.0,29.62,0.0,0.0038219192065298557,0.3432190418243408,0.3337533473968506,0.65422123670578,-0.09807046502828598,0.033421315252780914,0.678581953048706,0.0034826009068638086,0.013734233565628529,0.30104097723960876,64,0.0149,0.0,2,0,7,1,6,0.833,,,,,,,0.32577115297317505,0.5891215205192566,2.027282953262329,0.019,,-1.0
6,2815,0.4524,24,21,0.2857,30.0,0.2857,0.004953425377607346,0.4080738425254822,0.4182438254356384,0.43158960342407227,-0.09912414848804474,0.056614816188812256,0.4108143448829651,0.006998838856816292,0.013339516706764698,0.2993576228618622,64,0.0125,0.286,1,0,5,0,8,0.875,,,,,,,0.33112284541130066,0.6785032749176025,1.6359013319015503,0.01918,,-1.0
7,3266,0.4444,24,21,0.3333,29.33,0.3333,0.004011618904769421,0.36812859773635864,0.36627012491226196,0.4904009699821472,-0.09733909368515015,0.03951164707541466,0.5002409219741821,0.0037281496915966272,0.016951674595475197,0.35593995451927185,64,0.0271,1.0,1,2,0,0,12,0.75,0.1463,0.8952,0.0,0,46,2,0.27347052097320557,0.6186895370483398,2.052091598510742,0.0196,0.0,0.0
8,3713,0.4365,24,21,0.125,29.25,0.125,0.003828358370810747,0.34252864122390747,0.35064154863357544,0.3496531844139099,-0.09753736853599548,0.03983744606375694,0.36001110076904297,0.00399615615606308,0.015009080059826374,0.39312657713890076,64,0.0093,0.125,1,0,6,1,7,0.714,,,,,,,0.24810676276683807,0.6882448196411133,2.0075268745422363,0.01885,,0.0
9,4165,0.4286,24,21,0.1818,30.0,0.1818,0.005223234184086323,0.277787983417511,0.27337437868118286,0.45390453934669495,-0.09886155277490616,0.04813091456890106,0.44909027218818665,0.003271782072260976,0.014827985316514969,0.31770509481430054,64,0.0082,0.273,1,1,8,0,4,0.5,,,,,,,0.3111739754676819,0.6176103353500366,1.8809685707092285,0.01777,,0.0
10,4619,0.4206,24,21,0.2857,29.57,0.2857,0.00645254272967577,0.25852248072624207,0.26067888736724854,0.42531242966651917,-0.0983029305934906,0.04137570410966873,0.43368032574653625,0.003195918630808592,0.01436726562678814,0.4456908404827118,64,0.0198,0.714,1,3,2,0,8,0.875,,,,,,,0.22056305408477783,0.6295034289360046,1.6382837295532227,0.01797,,0.0
11,4981,0.4127,24,21,0.1429,30.0,0.1429,0.003934414125978947,0.3196526765823364,0.3390120565891266,0.3736116886138916,-0.0998157262802124,0.054663773626089096,0.3558160662651062,0.003682602196931839,0.01656755805015564,0.4029863476753235,64,0.0087,0.143,4,0,6,0,5,0.6,,,,,,,0.2476900964975357,0.6400914192199707,2.112687587738037,0.01747,,0.0
12,5316,0.4048,24,20,0.1667,30.0,0.1667,0.005413503386080265,0.3329518139362335,0.32927894592285156,0.3974002003669739,-0.0987967774271965,0.03184371441602707,0.42450258135795593,0.0034122266806662083,0.01601395010948181,0.47757425904273987,64,0.0075,0.167,5,0,5,0,5,0.8,,,,,,,0.20687207579612732,0.6023992896080017,1.9166431427001953,0.01731,,0.0
13,5680,0.3968,24,20,0.0,30.0,0.0,0.0038436567410826683,0.2679511606693268,0.2716662883758545,0.3791342079639435,-0.0989949032664299,0.052600156515836716,0.3662026524543762,0.0029358488973230124,0.013452282175421715,0.45121708512306213,64,0.0156,0.0,4,0,7,0,5,0.8,,,,,,,0.21939527988433838,0.6524676084518433,2.02609920501709,0.0169,,0.0
14,6076,0.3889,24,20,0.0,30.0,0.0,0.003470981027930975,0.26529461145401,0.2592780888080597,0.3603423237800598,-0.09858247637748718,0.036363862454891205,0.3799905776977539,0.0027130867820233107,0.012413018383085728,0.43006086349487305,64,0.0288,0.0,3,0,7,0,6,0.833,0.1553,0.7673,0.0,0,48,0,0.229229137301445,0.5733292102813721,2.0163369178771973,0.01662,0.0,0.0
15,6435,0.381,24,20,0.0,30.0,0.0,0.004791442304849625,0.29962217807769775,0.2922592759132385,0.3928978145122528,-0.0995536595582962,0.052616141736507416,0.37807947397232056,0.003068654565140605,0.018279433250427246,0.3956483006477356,64,0.0229,0.0,4,0,5,0,7,0.571,,,,,,,0.2516216039657593,0.6044858694076538,2.210084915161133,0.01632,,0.0
16,6795,0.373,24,20,0.0,28.0,0.0,0.004494319204241037,0.27244094014167786,0.27368462085723877,0.3846879303455353,-0.0998418927192688,0.029986610636115074,0.4189022183418274,0.0027061463333666325,0.011308781802654266,0.43863916397094727,64,0.0064,0.0,4,0,3,1,8,1.0,,,,,,,0.22761736810207367,0.6999561190605164,2.048320770263672,0.01663,,0.0
17,7190,0.3651,24,20,0.25,29.0,0.25,0.002752126893028617,0.29442888498306274,0.3007238805294037,0.6055283546447754,-0.09865086525678635,0.03997061774134636,0.6170262694358826,0.0013784620678052306,0.014423370361328125,0.4363069534301758,64,0.0222,0.25,3,0,2,1,9,1.0,,,,,,,0.22610428929328918,0.6672520041465759,1.964709997177124,0.01711,,0.0
18,7610,0.3571,24,20,0.0,30.0,0.0,0.0028608019929379225,0.2453726828098297,0.2400432825088501,0.3601932227611542,-0.09753307700157166,0.04474566876888275,0.3603932857513428,0.0018124617636203766,0.015683379024267197,0.4889754354953766,64,0.0164,0.0,2,0,7,0,7,0.857,,,,,,,0.19946417212486267,0.6281485557556152,2.020455837249756,0.01695,,0.0
19,8059,0.3492,24,19,0.0,29.22,0.0,0.003889110404998064,0.2352358102798462,0.22317148745059967,0.30424538254737854,-0.09961257129907608,0.035623956471681595,0.32764601707458496,0.002165057696402073,0.009928029961884022,0.46079498529434204,64,0.0208,0.0,1,0,8,1,6,1.0,,,,,,,0.21617548167705536,0.7153410911560059,2.122314691543579,0.01675,,0.0
20,8514,0.3413,24,19,0.0,30.0,0.0,0.005177617073059082,0.2593882083892822,0.25603020191192627,0.3995627760887146,-0.0994708240032196,0.033309489488601685,0.42389851808547974,0.0020916317589581013,0.017032217234373093,0.5085474252700806,64,0.0157,0.0,1,0,9,0,6,0.833,,,,,,,0.19559794664382935,0.5644460320472717,1.9062871932983398,0.01644,,0.0
21,8942,0.3333,24,19,0.0,30.0,0.0,0.0049472711980342865,0.28583139181137085,0.28877365589141846,0.34151366353034973,-0.09753837436437607,0.047543965280056,0.3386833667755127,0.002337272046133876,0.010561463423073292,0.6168007850646973,64,0.0121,0.0,2,0,5,0,9,0.889,0.2385,0.7122,0.0,0,48,0,0.15813593566417694,0.6403390765190125,1.9655194282531738,0.01655,0.0,0.0
22,9332,0.3254,24,19,0.0,29.38,0.0,0.0030517710838466883,0.26194632053375244,0.25245344638824463,0.39060819149017334,-0.09597811847925186,0.03072541020810604,0.4192177653312683,0.0017645001644268632,0.011835477314889431,0.5224144458770752,64,0.0277,0.0,3,0,7,1,5,0.8,,,,,,,0.18372027575969696,0.6438952684402466,2.0375661849975586,0.01629,,0.0
